Hour ,$/kWh,$/MWh,,,,,,,,,,Settlement Point Price,,,Year,Mean,Min ,Max,Std Dev
6599,0.01136,11.36,,,,,,,,,,,,,,,,,
6600,0.01213,12.13,,,,,,,,,,,,,,,,,
6601,0.01073,10.73,,,,,,,,,,,,,,,,,
6602,0.01,10,,,,,,,,,,,,,,,,,
6603,0.01038,10.38,,,,,,,,,,,,,,,,,
6604,0.01091,10.91,,,,,,,,,,,,,,,,,
6605,0.01284,12.84,,,,,,,,,,,,,,,,,
6606,0.01523,15.23,,,,,,,,,,,,,,,,,
6607,0.01376,13.76,,,,,,,,,,,,,,,,,
6608,0.01349,13.49,,,,,,,,,,,,,,,,,
6609,0.01361,13.61,,,,,,,,,,,,,,,,,
6610,0.01312,13.12,,,,,,,,,,,,,,,,,
6611,0.01235,12.35,,,,,,,,,,,,,,,,,
6612,0.01262,12.62,,,,,,,,,,,,,,,,,
6613,0.01421,14.21,,,,,,,,,,,,,,,,,
6614,0.01586,15.86,,,,,,,,,,,,,,,,,
6615,0.01636,16.36,,,,,,,,,,,,,,,,,
6616,0.01618,16.18,,,,,,,,,,,,,,,,,
6617,0.01625,16.25,,,,,,,,,,,,,,,,,
6618,0.01607,16.07,,,,,,,,,,,,,,,,,
6619,0.01613,16.13,,,,,,,,,,,,,,,,,
6620,0.0127,12.7,,,,,,,,,,,,,,,,,
6621,0.01089,10.89,,,,,,,,,,,,,,,,,
6622,0.0108,10.8,,,,,,,,,,,,,,,,,
6623,0.0101,10.1,,,,,,,,,,,,,,,,,
6624,0.00664,6.64,,,,,,,,,,,,,,,,,
6625,0.00514,5.14,,,,,,,,,,,,,,,,,
6626,0.00406,4.06,,,,,,,,,,,,,,,,,
6627,0.00383,3.83,,,,,,,,,,,,,,,,,
6628,0.00373,3.73,,,,,,,,,,,,,,,,,
6629,0.00413,4.13,,,,,,,,,,,,,,,,,
6630,0.00771,7.71,,,,,,,,,,,,,,,,,
6631,0.00956,9.56,,,,,,,,,,,,,,,,,
6632,0.01056,10.56,,,,,,,,,,,,,,,,,
6633,0.01057,10.57,,,,,,,,,,,,,,,,,
6634,0.00947,9.47,,,,,,,,,,,,,,,,,
6635,0.01048,10.48,,,,,,,,,,,,,,,,,
6636,0.01259,12.59,,,,,,,,,,,,,,,,,
6637,0.01387,13.87,,,,,,,,,,,,,,,,,
6638,0.0158,15.8,,,,,,,,,,,,,,,,,
6639,0.01916,19.16,,,,,,,,,,,,,,,,,
6640,0.02339,23.39,,,,,,,,,,,,,,,,,
6641,0.0226,22.6,,,,,,,,,,,,,,,,,
6642,0.02244,22.44,,,,,,,,,,,,,,,,,
6643,0.0212,21.2,,,,,,,,,,,,,,,,,
6644,0.01499,14.99,,,,,,,,,,,,,,,,,
6645,0.01376,13.76,,,,,,,,,,,,,,,,,
6646,0.01271,12.71,,,,,,,,,,,,,,,,,
6647,0.0119,11.9,,,,,,,,,,,,,,,,,
6648,0.01099,10.99,,,,,,,,,,,,,,,,,
6649,0.01042,10.42,,,,,,,,,,,,,,,,,
6650,0.01031,10.31,,,,,,,,,,,,,,,,,
6651,0.00964,9.64,,,,,,,,,,,,,,,,,
6652,0.00985,9.85,,,,,,,,,,,,,,,,,
6653,0.01042,10.42,,,,,,,,,,,,,,,,,
6654,0.01185,11.85,,,,,,,,,,,,,,,,,
6655,0.01188,11.88,,,,,,,,,,,,,,,,,
6656,0.01183,11.83,,,,,,,,,,,,,,,,,
6657,0.01347,13.47,,,,,,,,,,,,,,,,,
6658,0.01439,14.39,,,,,,,,,,,,,,,,,
6659,0.01626,16.26,,,,,,,,,,,,,,,,,
6660,0.01758,17.58,,,,,,,,,,,,,,,,,
6661,0.01891,18.91,,,,,,,,,,,,,,,,,
6662,0.02096,20.96,,,,,,,,,,,,,,,,,
6663,0.02787,27.87,,,,,,,,,,,,,,,,,
6664,0.02816,28.16,,,,,,,,,,,,,,,,,
6665,0.02585,25.85,,,,,,,,,,,,,,,,,
6666,0.02202,22.02,,,,,,,,,,,,,,,,,
6667,0.02168,21.68,,,,,,,,,,,,,,,,,
6668,0.01733,17.33,,,,,,,,,,,,,,,,,
6669,0.01512,15.12,,,,,,,,,,,,,,,,,
6670,0.01232,12.32,,,,,,,,,,,,,,,,,
6671,0.01071,10.71,,,,,,,,,,,,,,,,,
6672,0.00901,9.01,,,,,,,,,,,,,,,,,
6673,0.00637,6.37,,,,,,,,,,,,,,,,,
6674,0.00525,5.25,,,,,,,,,,,,,,,,,
6675,0.00536,5.36,,,,,,,,,,,,,,,,,
6676,0.00744,7.44,,,,,,,,,,,,,,,,,
6677,0.00973,9.73,,,,,,,,,,,,,,,,,
6678,0.0121,12.1,,,,,,,,,,,,,,,,,
6679,0.01164,11.64,,,,,,,,,,,,,,,,,
6680,0.01105,11.05,,,,,,,,,,,,,,,,,
6681,0.01082,10.82,,,,,,,,,,,,,,,,,
6682,0.01116,11.16,,,,,,,,,,,,,,,,,
6683,0.01244,12.44,,,,,,,,,,,,,,,,,
6684,0.01246,12.46,,,,,,,,,,,,,,,,,
6685,0.01366,13.66,,,,,,,,,,,,,,,,,
6686,0.01667,16.67,,,,,,,,,,,,,,,,,
6687,0.023,23,,,,,,,,,,,,,,,,,
6688,0.02985,29.85,,,,,,,,,,,,,,,,,
6689,0.02118,21.18,,,,,,,,,,,,,,,,,
6690,0.01928,19.28,,,,,,,,,,,,,,,,,
6691,0.01885,18.85,,,,,,,,,,,,,,,,,
6692,0.01451,14.51,,,,,,,,,,,,,,,,,
6693,0.01174,11.74,,,,,,,,,,,,,,,,,
6694,0.01051,10.51,,,,,,,,,,,,,,,,,
6695,0.01055,10.55,,,,,,,,,,,,,,,,,
6696,0.00868,8.68,,,,,,,,,,,,,,,,,
6697,0.00758,7.58,,,,,,,,,,,,,,,,,
6698,0.00695,6.95,,,,,,,,,,,,,,,,,
6699,0.00753,7.53,,,,,,,,,,,,,,,,,
6700,0.00944,9.44,,,,,,,,,,,,,,,,,
6701,0.01241,12.41,,,,,,,,,,,,,,,,,
6702,0.01658,16.58,,,,,,,,,,,,,,,,,
6703,0.01634,16.34,,,,,,,,,,,,,,,,,
6704,0.01605,16.05,,,,,,,,,,,,,,,,,
6705,0.01542,15.42,,,,,,,,,,,,,,,,,
6706,0.01685,16.85,,,,,,,,,,,,,,,,,
6707,0.01785,17.85,,,,,,,,,,,,,,,,,
6708,0.02046,20.46,,,,,,,,,,,,,,,,,
6709,0.02669,26.69,,,,,,,,,,,,,,,,,
6710,0.03269,32.69,,,,,,,,,,,,,,,,,
6711,0.0423,42.3,,,,,,,,,,,,,,,,,
6712,0.04693,46.93,,,,,,,,,,,,,,,,,
6713,0.03677,36.77,,,,,,,,,,,,,,,,,
6714,0.02882,28.82,,,,,,,,,,,,,,,,,
6715,0.02574,25.74,,,,,,,,,,,,,,,,,
6716,0.01935,19.35,,,,,,,,,,,,,,,,,
6717,0.01641,16.41,,,,,,,,,,,,,,,,,
6718,0.01439,14.39,,,,,,,,,,,,,,,,,
6719,0.01211,12.11,,,,,,,,,,,,,,,,,
6720,0.01154,11.54,,,,,,,,,,,,,,,,,
6721,0.01005,10.05,,,,,,,,,,,,,,,,,
6722,0.00866,8.66,,,,,,,,,,,,,,,,,
6723,0.00852,8.52,,,,,,,,,,,,,,,,,
6724,0.00987,9.87,,,,,,,,,,,,,,,,,
6725,0.01206,12.06,,,,,,,,,,,,,,,,,
6726,0.01526,15.26,,,,,,,,,,,,,,,,,
6727,0.01477,14.77,,,,,,,,,,,,,,,,,
6728,0.01486,14.86,,,,,,,,,,,,,,,,,
6729,0.01513,15.13,,,,,,,,,,,,,,,,,
6730,0.01679,16.79,,,,,,,,,,,,,,,,,
6731,0.01842,18.42,,,,,,,,,,,,,,,,,
6732,0.02403,24.03,,,,,,,,,,,,,,,,,
6733,0.03106,31.06,,,,,,,,,,,,,,,,,
6734,0.03787,37.87,,,,,,,,,,,,,,,,,
6735,0.05251,52.51,,,,,,,,,,,,,,,,,
6736,0.06077,60.77,,,,,,,,,,,,,,,,,
6737,0.03888,38.88,,,,,,,,,,,,,,,,,
6738,0.03064,30.64,,,,,,,,,,,,,,,,,
6739,0.02567,25.67,,,,,,,,,,,,,,,,,
6740,0.01869,18.69,,,,,,,,,,,,,,,,,
6741,0.01525,15.25,,,,,,,,,,,,,,,,,
6742,0.01295,12.95,,,,,,,,,,,,,,,,,
6743,0.01199,11.99,,,,,,,,,,,,,,,,,
6744,0.01154,11.54,,,,,,,,,,,,,,,,,
6745,0.00955,9.55,,,,,,,,,,,,,,,,,
6746,0.00858,8.58,,,,,,,,,,,,,,,,,
6747,0.00851,8.51,,,,,,,,,,,,,,,,,
6748,0.01094,10.94,,,,,,,,,,,,,,,,,
6749,0.01153,11.53,,,,,,,,,,,,,,,,,
6750,0.0141,14.1,,,,,,,,,,,,,,,,,
6751,0.01532,15.32,,,,,,,,,,,,,,,,,
6752,0.01542,15.42,,,,,,,,,,,,,,,,,
6753,0.01648,16.48,,,,,,,,,,,,,,,,,
6754,0.01821,18.21,,,,,,,,,,,,,,,,,
6755,0.02129,21.29,,,,,,,,,,,,,,,,,
6756,0.02377,23.77,,,,,,,,,,,,,,,,,
6757,0.028,28,,,,,,,,,,,,,,,,,
6758,0.03283,32.83,,,,,,,,,,,,,,,,,
6759,0.04035,40.35,,,,,,,,,,,,,,,,,
6760,0.04015,40.15,,,,,,,,,,,,,,,,,
6761,0.02786,27.86,,,,,,,,,,,,,,,,,
6762,0.02862,28.62,,,,,,,,,,,,,,,,,
6763,0.02482,24.82,,,,,,,,,,,,,,,,,
6764,0.01957,19.57,,,,,,,,,,,,,,,,,
6765,0.01697,16.97,,,,,,,,,,,,,,,,,
6766,0.01602,16.02,,,,,,,,,,,,,,,,,
6767,0.01294,12.94,,,,,,,,,,,,,,,,,
6768,0.01316,13.16,,,,,,,,,,,,,,,,,
6769,0.01215,12.15,,,,,,,,,,,,,,,,,
6770,0.01106,11.06,,,,,,,,,,,,,,,,,
6771,0.01008,10.08,,,,,,,,,,,,,,,,,
6772,0.01106,11.06,,,,,,,,,,,,,,,,,
6773,0.01166,11.66,,,,,,,,,,,,,,,,,
6774,0.0144,14.4,,,,,,,,,,,,,,,,,
6775,0.01485,14.85,,,,,,,,,,,,,,,,,
6776,0.01567,15.67,,,,,,,,,,,,,,,,,
6777,0.01538,15.38,,,,,,,,,,,,,,,,,
6778,0.01668,16.68,,,,,,,,,,,,,,,,,
6779,0.01816,18.16,,,,,,,,,,,,,,,,,
6780,0.01939,19.39,,,,,,,,,,,,,,,,,
6781,0.02523,25.23,,,,,,,,,,,,,,,,,
6782,0.03128,31.28,,,,,,,,,,,,,,,,,
6783,0.04011,40.11,,,,,,,,,,,,,,,,,
6784,0.03818,38.18,,,,,,,,,,,,,,,,,
6785,0.02756,27.56,,,,,,,,,,,,,,,,,
6786,0.02756,27.56,,,,,,,,,,,,,,,,,
6787,0.02583,25.83,,,,,,,,,,,,,,,,,
6788,0.01917,19.17,,,,,,,,,,,,,,,,,
6789,0.01715,17.15,,,,,,,,,,,,,,,,,
6790,0.01574,15.74,,,,,,,,,,,,,,,,,
6791,0.01345,13.45,,,,,,,,,,,,,,,,,
6792,0.01323,13.23,,,,,,,,,,,,,,,,,
6793,0.01195,11.95,,,,,,,,,,,,,,,,,
6794,0.01036,10.36,,,,,,,,,,,,,,,,,
6795,0.00972,9.72,,,,,,,,,,,,,,,,,
6796,0.01146,11.46,,,,,,,,,,,,,,,,,
6797,0.01168,11.68,,,,,,,,,,,,,,,,,
6798,0.01368,13.68,,,,,,,,,,,,,,,,,
6799,0.01421,14.21,,,,,,,,,,,,,,,,,
6800,0.01509,15.09,,,,,,,,,,,,,,,,,
6801,0.01793,17.93,,,,,,,,,,,,,,,,,
6802,0.02064,20.64,,,,,,,,,,,,,,,,,
6803,0.02312,23.12,,,,,,,,,,,,,,,,,
6804,0.0306,30.6,,,,,,,,,,,,,,,,,
6805,0.04525,45.25,,,,,,,,,,,,,,,,,
6806,0.07506,75.06,,,,,,,,,,,,,,,,,
6807,0.12511,125.11,,,,,,,,,,,,,,,,,
6808,0.1539,153.9,,,,,,,,,,,,,,,,,
6809,0.09181,91.81,,,,,,,,,,,,,,,,,
6810,0.04209,42.09,,,,,,,,,,,,,,,,,
6811,0.03419,34.19,,,,,,,,,,,,,,,,,
6812,0.02214,22.14,,,,,,,,,,,,,,,,,
6813,0.0193,19.3,,,,,,,,,,,,,,,,,
6814,0.01621,16.21,,,,,,,,,,,,,,,,,
6815,0.01417,14.17,,,,,,,,,,,,,,,,,
6816,0.01096,10.96,,,,,,,,,,,,,,,,,
6817,0.00979,9.79,,,,,,,,,,,,,,,,,
6818,0.00839,8.39,,,,,,,,,,,,,,,,,
6819,0.00714,7.14,,,,,,,,,,,,,,,,,
6820,0.00692,6.92,,,,,,,,,,,,,,,,,
6821,0.00642,6.42,,,,,,,,,,,,,,,,,
6822,0.00984,9.84,,,,,,,,,,,,,,,,,
6823,0.00988,9.88,,,,,,,,,,,,,,,,,
6824,0.01203,12.03,,,,,,,,,,,,,,,,,
6825,0.01387,13.87,,,,,,,,,,,,,,,,,
6826,0.01623,16.23,,,,,,,,,,,,,,,,,
6827,0.02103,21.03,,,,,,,,,,,,,,,,,
6828,0.02527,25.27,,,,,,,,,,,,,,,,,
6829,0.0341,34.1,,,,,,,,,,,,,,,,,
6830,0.04672,46.72,,,,,,,,,,,,,,,,,
6831,0.07119,71.19,,,,,,,,,,,,,,,,,
6832,0.07523,75.23,,,,,,,,,,,,,,,,,
6833,0.04926,49.26,,,,,,,,,,,,,,,,,
6834,0.03659,36.59,,,,,,,,,,,,,,,,,
6835,0.03187,31.87,,,,,,,,,,,,,,,,,
6836,0.02085,20.85,,,,,,,,,,,,,,,,,
6837,0.01783,17.83,,,,,,,,,,,,,,,,,
6838,0.01542,15.42,,,,,,,,,,,,,,,,,
6839,0.01248,12.48,,,,,,,,,,,,,,,,,
6840,0.01332,13.32,,,,,,,,,,,,,,,,,
6841,0.01103,11.03,,,,,,,,,,,,,,,,,
6842,0.01018,10.18,,,,,,,,,,,,,,,,,
6843,0.00881,8.81,,,,,,,,,,,,,,,,,
6844,0.00933,9.33,,,,,,,,,,,,,,,,,
6845,0.01007,10.07,,,,,,,,,,,,,,,,,
6846,0.01361,13.61,,,,,,,,,,,,,,,,,
6847,0.01361,13.61,,,,,,,,,,,,,,,,,
6848,0.01392,13.92,,,,,,,,,,,,,,,,,
6849,0.01416,14.16,,,,,,,,,,,,,,,,,
6850,0.0151,15.1,,,,,,,,,,,,,,,,,
6851,0.01882,18.82,,,,,,,,,,,,,,,,,
6852,0.02488,24.88,,,,,,,,,,,,,,,,,
6853,0.03586,35.86,,,,,,,,,,,,,,,,,
6854,0.05111,51.11,,,,,,,,,,,,,,,,,
6855,0.0855,85.5,,,,,,,,,,,,,,,,,
6856,0.11275,112.75,,,,,,,,,,,,,,,,,
6857,0.07708,77.08,,,,,,,,,,,,,,,,,
6858,0.04008,40.08,,,,,,,,,,,,,,,,,
6859,0.03677,36.77,,,,,,,,,,,,,,,,,
6860,0.02724,27.24,,,,,,,,,,,,,,,,,
6861,0.02213,22.13,,,,,,,,,,,,,,,,,
6862,0.01681,16.81,,,,,,,,,,,,,,,,,
6863,0.01474,14.74,,,,,,,,,,,,,,,,,
6864,0.01488,14.88,,,,,,,,,,,,,,,,,
6865,0.01423,14.23,,,,,,,,,,,,,,,,,
6866,0.0135,13.5,,,,,,,,,,,,,,,,,
6867,0.01231,12.31,,,,,,,,,,,,,,,,,
6868,0.01228,12.28,,,,,,,,,,,,,,,,,
6869,0.01382,13.82,,,,,,,,,,,,,,,,,
6870,0.01659,16.59,,,,,,,,,,,,,,,,,
6871,0.01632,16.32,,,,,,,,,,,,,,,,,
6872,0.01631,16.31,,,,,,,,,,,,,,,,,
6873,0.01715,17.15,,,,,,,,,,,,,,,,,
6874,0.02084,20.84,,,,,,,,,,,,,,,,,
6875,0.02205,22.05,,,,,,,,,,,,,,,,,
6876,0.02238,22.38,,,,,,,,,,,,,,,,,
6877,0.02773,27.73,,,,,,,,,,,,,,,,,
6878,0.03419,34.19,,,,,,,,,,,,,,,,,
6879,0.05077,50.77,,,,,,,,,,,,,,,,,
6880,0.05849,58.49,,,,,,,,,,,,,,,,,
6881,0.03989,39.89,,,,,,,,,,,,,,,,,
6882,0.03481,34.81,,,,,,,,,,,,,,,,,
6883,0.02601,26.01,,,,,,,,,,,,,,,,,
6884,0.02098,20.98,,,,,,,,,,,,,,,,,
6885,0.01785,17.85,,,,,,,,,,,,,,,,,
6886,0.01542,15.42,,,,,,,,,,,,,,,,,
6887,0.01354,13.54,,,,,,,,,,,,,,,,,
6888,0.01378,13.78,,,,,,,,,,,,,,,,,
6889,0.01119,11.19,,,,,,,,,,,,,,,,,
6890,0.00934,9.34,,,,,,,,,,,,,,,,,
6891,0.00812,8.12,,,,,,,,,,,,,,,,,
6892,0.00971,9.71,,,,,,,,,,,,,,,,,
6893,0.0133,13.3,,,,,,,,,,,,,,,,,
6894,0.01294,12.94,,,,,,,,,,,,,,,,,
6895,0.01387,13.87,,,,,,,,,,,,,,,,,
6896,0.01449,14.49,,,,,,,,,,,,,,,,,
6897,0.01514,15.14,,,,,,,,,,,,,,,,,
6898,0.01586,15.86,,,,,,,,,,,,,,,,,
6899,0.01759,17.59,,,,,,,,,,,,,,,,,
6900,0.01861,18.61,,,,,,,,,,,,,,,,,
6901,0.02161,21.61,,,,,,,,,,,,,,,,,
6902,0.02828,28.28,,,,,,,,,,,,,,,,,
6903,0.04083,40.83,,,,,,,,,,,,,,,,,
6904,0.06404,64.04,,,,,,,,,,,,,,,,,
6905,0.04134,41.34,,,,,,,,,,,,,,,,,
6906,0.03334,33.34,,,,,,,,,,,,,,,,,
6907,0.02666,26.66,,,,,,,,,,,,,,,,,
6908,0.02135,21.35,,,,,,,,,,,,,,,,,
6909,0.01908,19.08,,,,,,,,,,,,,,,,,
6910,0.01714,17.14,,,,,,,,,,,,,,,,,
6911,0.01386,13.86,,,,,,,,,,,,,,,,,
6912,0.01372,13.72,,,,,,,,,,,,,,,,,
6913,0.01287,12.87,,,,,,,,,,,,,,,,,
6914,0.01218,12.18,,,,,,,,,,,,,,,,,
6915,0.01154,11.54,,,,,,,,,,,,,,,,,
6916,0.01255,12.55,,,,,,,,,,,,,,,,,
6917,0.01368,13.68,,,,,,,,,,,,,,,,,
6918,0.01653,16.53,,,,,,,,,,,,,,,,,
6919,0.01576,15.76,,,,,,,,,,,,,,,,,
6920,0.0144,14.4,,,,,,,,,,,,,,,,,
6921,0.0149,14.9,,,,,,,,,,,,,,,,,
6922,0.01756,17.56,,,,,,,,,,,,,,,,,
6923,0.01895,18.95,,,,,,,,,,,,,,,,,
6924,0.02048,20.48,,,,,,,,,,,,,,,,,
6925,0.02511,25.11,,,,,,,,,,,,,,,,,
6926,0.0282,28.2,,,,,,,,,,,,,,,,,
6927,0.03524,35.24,,,,,,,,,,,,,,,,,
6928,0.03407,34.07,,,,,,,,,,,,,,,,,
6929,0.03322,33.22,,,,,,,,,,,,,,,,,
6930,0.03352,33.52,,,,,,,,,,,,,,,,,
6931,0.03446,34.46,,,,,,,,,,,,,,,,,
6932,0.02424,24.24,,,,,,,,,,,,,,,,,
6933,0.021,21,,,,,,,,,,,,,,,,,
6934,0.01636,16.36,,,,,,,,,,,,,,,,,
6935,0.01504,15.04,,,,,,,,,,,,,,,,,
6936,0.01997,19.97,,,,,,,,,,,,,,,,,
6937,0.01792,17.92,,,,,,,,,,,,,,,,,
6938,0.01739,17.39,,,,,,,,,,,,,,,,,
6939,0.01581,15.81,,,,,,,,,,,,,,,,,
6940,0.01662,16.62,,,,,,,,,,,,,,,,,
6941,0.01755,17.55,,,,,,,,,,,,,,,,,
6942,0.02326,23.26,,,,,,,,,,,,,,,,,
6943,0.02378,23.78,,,,,,,,,,,,,,,,,
6944,0.02456,24.56,,,,,,,,,,,,,,,,,
6945,0.02226,22.26,,,,,,,,,,,,,,,,,
6946,0.02092,20.92,,,,,,,,,,,,,,,,,
6947,0.02087,20.87,,,,,,,,,,,,,,,,,
6948,0.02177,21.77,,,,,,,,,,,,,,,,,
6949,0.02505,25.05,,,,,,,,,,,,,,,,,
6950,0.02516,25.16,,,,,,,,,,,,,,,,,
6951,0.02843,28.43,,,,,,,,,,,,,,,,,
6952,0.02993,29.93,,,,,,,,,,,,,,,,,
6953,0.02497,24.97,,,,,,,,,,,,,,,,,
6954,0.0265,26.5,,,,,,,,,,,,,,,,,
6955,0.02347,23.47,,,,,,,,,,,,,,,,,
6956,0.01781,17.81,,,,,,,,,,,,,,,,,
6957,0.01614,16.14,,,,,,,,,,,,,,,,,
6958,0.0141,14.1,,,,,,,,,,,,,,,,,
6959,0.01339,13.39,,,,,,,,,,,,,,,,,
6960,0.01105,11.05,,,,,,,,,,,,,,,,,
6961,0.01001,10.01,,,,,,,,,,,,,,,,,
6962,0.00856,8.56,,,,,,,,,,,,,,,,,
6963,0.0089,8.9,,,,,,,,,,,,,,,,,
6964,0.00911,9.11,,,,,,,,,,,,,,,,,
6965,0.01018,10.18,,,,,,,,,,,,,,,,,
6966,0.01178,11.78,,,,,,,,,,,,,,,,,
6967,0.01285,12.85,,,,,,,,,,,,,,,,,
6968,0.01364,13.64,,,,,,,,,,,,,,,,,
6969,0.01345,13.45,,,,,,,,,,,,,,,,,
6970,0.01467,14.67,,,,,,,,,,,,,,,,,
6971,0.01535,15.35,,,,,,,,,,,,,,,,,
6972,0.0156,15.6,,,,,,,,,,,,,,,,,
6973,0.01649,16.49,,,,,,,,,,,,,,,,,
6974,0.01842,18.42,,,,,,,,,,,,,,,,,
6975,0.01998,19.98,,,,,,,,,,,,,,,,,
6976,0.02105,21.05,,,,,,,,,,,,,,,,,
6977,0.02099,20.99,,,,,,,,,,,,,,,,,
6978,0.02427,24.27,,,,,,,,,,,,,,,,,
6979,0.02333,23.33,,,,,,,,,,,,,,,,,
6980,0.01728,17.28,,,,,,,,,,,,,,,,,
6981,0.01587,15.87,,,,,,,,,,,,,,,,,
6982,0.0136,13.6,,,,,,,,,,,,,,,,,
6983,0.01282,12.82,,,,,,,,,,,,,,,,,
6984,0.01608,16.08,,,,,,,,,,,,,,,,,
6985,0.01515,15.15,,,,,,,,,,,,,,,,,
6986,0.01423,14.23,,,,,,,,,,,,,,,,,
6987,0.01347,13.47,,,,,,,,,,,,,,,,,
6988,0.01228,12.28,,,,,,,,,,,,,,,,,
6989,0.01301,13.01,,,,,,,,,,,,,,,,,
6990,0.01461,14.61,,,,,,,,,,,,,,,,,
6991,0.01374,13.74,,,,,,,,,,,,,,,,,
6992,0.0136,13.6,,,,,,,,,,,,,,,,,
6993,0.01671,16.71,,,,,,,,,,,,,,,,,
6994,0.01812,18.12,,,,,,,,,,,,,,,,,
6995,0.0226,22.6,,,,,,,,,,,,,,,,,
6996,0.02731,27.31,,,,,,,,,,,,,,,,,
6997,0.04184,41.84,,,,,,,,,,,,,,,,,
6998,0.04816,48.16,,,,,,,,,,,,,,,,,
6999,0.0696,69.6,,,,,,,,,,,,,,,,,
7000,0.07989,79.89,,,,,,,,,,,,,,,,,
7001,0.05239,52.39,,,,,,,,,,,,,,,,,
7002,0.03934,39.34,,,,,,,,,,,,,,,,,
7003,0.03585,35.85,,,,,,,,,,,,,,,,,
7004,0.02626,26.26,,,,,,,,,,,,,,,,,
7005,0.0219,21.9,,,,,,,,,,,,,,,,,
7006,0.02117,21.17,,,,,,,,,,,,,,,,,
7007,0.02049,20.49,,,,,,,,,,,,,,,,,
7008,0.02051,20.51,,,,,,,,,,,,,,,,,
7009,0.02017,20.17,,,,,,,,,,,,,,,,,
7010,0.0199,19.9,,,,,,,,,,,,,,,,,
7011,0.01967,19.67,,,,,,,,,,,,,,,,,
7012,0.02052,20.52,,,,,,,,,,,,,,,,,
7013,0.0216,21.6,,,,,,,,,,,,,,,,,
7014,0.02692,26.92,,,,,,,,,,,,,,,,,
7015,0.02872,28.72,,,,,,,,,,,,,,,,,
7016,0.02599,25.99,,,,,,,,,,,,,,,,,
7017,0.02771,27.71,,,,,,,,,,,,,,,,,
7018,0.03111,31.11,,,,,,,,,,,,,,,,,
7019,0.03489,34.89,,,,,,,,,,,,,,,,,
7020,0.0497,49.7,,,,,,,,,,,,,,,,,
7021,0.06307,63.07,,,,,,,,,,,,,,,,,
7022,0.07206,72.06,,,,,,,,,,,,,,,,,
7023,0.09531,95.31,,,,,,,,,,,,,,,,,
7024,0.09112,91.12,,,,,,,,,,,,,,,,,
7025,0.04521,45.21,,,,,,,,,,,,,,,,,
7026,0.04386,43.86,,,,,,,,,,,,,,,,,
7027,0.03402,34.02,,,,,,,,,,,,,,,,,
7028,0.02636,26.36,,,,,,,,,,,,,,,,,
7029,0.02372,23.72,,,,,,,,,,,,,,,,,
7030,0.02171,21.71,,,,,,,,,,,,,,,,,
7031,0.02074,20.74,,,,,,,,,,,,,,,,,
7032,0.01836,18.36,,,,,,,,,,,,,,,,,
7033,0.01726,17.26,,,,,,,,,,,,,,,,,
7034,0.01645,16.45,,,,,,,,,,,,,,,,,
7035,0.01617,16.17,,,,,,,,,,,,,,,,,
7036,0.01655,16.55,,,,,,,,,,,,,,,,,
7037,0.0186,18.6,,,,,,,,,,,,,,,,,
7038,0.0242,24.2,,,,,,,,,,,,,,,,,
7039,0.02454,24.54,,,,,,,,,,,,,,,,,
7040,0.02389,23.89,,,,,,,,,,,,,,,,,
7041,0.02387,23.87,,,,,,,,,,,,,,,,,
7042,0.02028,20.28,,,,,,,,,,,,,,,,,
7043,0.02314,23.14,,,,,,,,,,,,,,,,,
7044,0.02141,21.41,,,,,,,,,,,,,,,,,
7045,0.02345,23.45,,,,,,,,,,,,,,,,,
7046,0.02473,24.73,,,,,,,,,,,,,,,,,
7047,0.03596,35.96,,,,,,,,,,,,,,,,,
7048,0.03651,36.51,,,,,,,,,,,,,,,,,
7049,0.03382,33.82,,,,,,,,,,,,,,,,,
7050,0.02989,29.89,,,,,,,,,,,,,,,,,
7051,0.02954,29.54,,,,,,,,,,,,,,,,,
7052,0.02194,21.94,,,,,,,,,,,,,,,,,
7053,0.02061,20.61,,,,,,,,,,,,,,,,,
7054,0.01908,19.08,,,,,,,,,,,,,,,,,
7055,0.01604,16.04,,,,,,,,,,,,,,,,,
7056,0.0175,17.5,,,,,,,,,,,,,,,,,
7057,0.01681,16.81,,,,,,,,,,,,,,,,,
7058,0.01676,16.76,,,,,,,,,,,,,,,,,
7059,0.01638,16.38,,,,,,,,,,,,,,,,,
7060,0.01723,17.23,,,,,,,,,,,,,,,,,
7061,0.02055,20.55,,,,,,,,,,,,,,,,,
7062,0.02414,24.14,,,,,,,,,,,,,,,,,
7063,0.02411,24.11,,,,,,,,,,,,,,,,,
7064,0.02327,23.27,,,,,,,,,,,,,,,,,
7065,0.02402,24.02,,,,,,,,,,,,,,,,,
7066,0.02476,24.76,,,,,,,,,,,,,,,,,
7067,0.02575,25.75,,,,,,,,,,,,,,,,,
7068,0.02592,25.92,,,,,,,,,,,,,,,,,
7069,0.03298,32.98,,,,,,,,,,,,,,,,,
7070,0.03089,30.89,,,,,,,,,,,,,,,,,
7071,0.04304,43.04,,,,,,,,,,,,,,,,,
7072,0.04373,43.73,,,,,,,,,,,,,,,,,
7073,0.03355,33.55,,,,,,,,,,,,,,,,,
7074,0.02756,27.56,,,,,,,,,,,,,,,,,
7075,0.02857,28.57,,,,,,,,,,,,,,,,,
7076,0.02265,22.65,,,,,,,,,,,,,,,,,
7077,0.01997,19.97,,,,,,,,,,,,,,,,,
7078,0.01857,18.57,,,,,,,,,,,,,,,,,
7079,0.01663,16.63,,,,,,,,,,,,,,,,,
